month,NA,SA,SO,PO,IO
2014-05-01,286.0708923339844,288.99505615234375,272.0691833496094,291.9870910644531,290.5228576660156
2014-06-01,287.4859313964844,287.82330322265625,271.8307800292969,291.1239013671875,289.6082458496094
2014-07-01,289.07354736328125,286.9073791503906,271.74310302734375,290.4721984863281,288.802490234375
2014-08-01,289.9051513671875,286.5032653808594,271.7210998535156,290.0232238769531,288.49383544921875
2014-09-01,289.5691223144531,286.3066101074219,271.7386169433594,289.89666748046875,288.474853515625
2014-10-01,288.5295715332031,286.6897888183594,271.79620361328125,290.2389221191406,288.7945861816406
2014-11-01,287.3167724609375,287.5629577636719,271.9624938964844,290.9848327636719,289.4784851074219
2014-12-01,286.2669372558594,288.69793701171875,272.2823486328125,291.9290466308594,290.52520751953125
2015-01-01,285.44036865234375,289.9562072753906,272.72772216796875,292.97650146484375,291.16326904296875
2015-02-01,284.9977111816406,290.5047302246094,273.03460693359375,293.54833984375,291.66741943359375
2015-03-01,284.8915100097656,290.5498962402344,272.9018249511719,293.4882507324219,291.7087707519531
2015-04-01,285.1906433105469,289.9918518066406,272.4496154785156,292.9425354003906,291.332763671875
2015-05-01,286.0185852050781,288.9753723144531,272.0656433105469,292.062255859375,290.5799560546875
2015-06-01,287.2273254394531,287.7515869140625,271.8521728515625,291.1654968261719,289.7178649902344
2015-07-01,288.63592529296875,286.87530517578125,271.7388610839844,290.5176696777344,289.0091247558594
2015-08-01,289.5291442871094,286.3862609863281,271.72509765625,290.0521240234375,288.5894775390625
2015-09-01,289.3941650390625,286.36883544921875,271.74664306640625,290.0421142578125,288.68304443359375
2015-10-01,288.4534912109375,286.7154541015625,271.8061828613281,290.40399169921875,289.1174011230469
2015-11-01,287.2240905761719,287.46112060546875,271.9747009277344,291.27056884765625,289.7687072753906
2015-12-01,286.2062072753906,288.6693420410156,272.35504150390625,292.2637023925781,290.71209716796875
2016-01-01,285.48388671875,289.8519287109375,272.88641357421875,293.32489013671875,291.5594482421875
2016-02-01,285.16314697265625,290.5882873535156,273.09515380859375,293.8563537597656,291.7894592285156
2016-03-01,285.14520263671875,290.49383544921875,272.8202819824219,293.8154602050781,291.9044189453125
2016-04-01,285.4096374511719,289.8851623535156,272.41802978515625,293.1908874511719,291.5263366699219
2016-05-01,286.2750549316406,288.7559814453125,272.1067199707031,292.2949523925781,290.6131896972656
2016-06-01,287.5916442871094,287.72003173828125,271.8920593261719,291.39166259765625,289.6345520019531
2016-07-01,289.0365295410156,286.9425354003906,271.8005065917969,290.625,288.90460205078125
2016-08-01,289.815185546875,286.4873046875,271.7814025878906,290.1583557128906,288.5077209472656
2016-09-01,289.5428466796875,286.3903503417969,271.8031311035156,290.1392517089844,288.43798828125
2016-10-01,288.54339599609375,286.74267578125,271.8775939941406,290.5489196777344,288.7954406738281
2016-11-01,287.489501953125,287.51934814453125,272.1060791015625,291.23846435546875,289.3999328613281
2016-12-01,286.37255859375,288.6752014160156,272.5051574707031,292.105712890625,290.3858642578125
2017-01-01,285.5823059082031,289.86590576171875,273.20159912109375,293.33331298828125,291.12811279296875
2017-02-01,285.2040710449219,290.5661315917969,273.5234375,293.9776916503906,291.62213134765625
2017-03-01,285.084716796875,290.5172424316406,273.2670593261719,293.8982849121094,291.5559387207031
2017-04-01,285.4325256347656,289.8275146484375,272.77191162109375,293.2428283691406,291.1675720214844
2017-05-01,286.1903381347656,288.8244934082031,272.29034423828125,292.3046569824219,290.417724609375
2017-06-01,287.4964599609375,287.7746276855469,271.94305419921875,291.3062438964844,289.5498046875
2017-07-01,288.91925048828125,286.829345703125,271.8118896484375,290.5258483886719,288.8708190917969
2017-08-01,289.7467041015625,286.4542236328125,271.77099609375,290.084228515625,288.41107177734375
2017-09-01,289.5242614746094,286.44879150390625,271.7748718261719,289.92767333984375,288.46368408203125
2017-10-01,288.5974426269531,286.83343505859375,271.826416015625,290.2782897949219,288.8578796386719
2017-11-01,287.3844299316406,287.6256103515625,271.9890441894531,290.98846435546875,289.6007080078125
2017-12-01,286.3744812011719,288.5776062011719,272.357666015625,291.9625244140625,290.4670715332031
2018-01-01,285.59136962890625,290.018310546875,272.9674072265625,293.05145263671875,291.058349609375
2018-02-01,285.0960388183594,290.7188415527344,273.1960754394531,293.5088195800781,291.56103515625
2018-03-01,285.04638671875,290.81488037109375,273.015380859375,293.49761962890625,291.55413818359375
2018-04-01,285.3018493652344,290.1517028808594,272.6214294433594,292.91754150390625,291.2043762207031
2018-05-01,286.1375732421875,288.9038391113281,272.1767272949219,292.08392333984375,290.4171142578125
2018-06-01,287.3342590332031,287.86090087890625,271.87115478515625,291.2055358886719,289.5079650878906
2018-07-01,288.7181396484375,287.0221252441406,271.7745361328125,290.5253601074219,288.888427734375
2018-08-01,289.55902099609375,286.56866455078125,271.7386779785156,290.1156921386719,288.3700866699219
2018-09-01,289.2384948730469,286.5353698730469,271.7543640136719,290.0535888671875,288.4020080566406
2018-10-01,288.2304382324219,286.7532043457031,271.8229675292969,290.4689636230469,288.75701904296875
2018-11-01,287.03887939453125,287.56427001953125,272.0630798339844,291.23297119140625,289.4382019042969
2018-12-01,286.0616760253906,288.74505615234375,272.4937744140625,292.25836181640625,290.37811279296875
