month,NA,SA,SO,PO,IO
2000-01-01,12.064111328125023,16.694512939453148,-0.41937866210935226,19.429315185546898,18.030786132812523
2000-02-01,11.742333984375023,17.510797119140648,-0.11322631835935226,20.108575439453148,18.321588134765648
2000-03-01,11.786950683593773,17.371881103515648,-0.37308349609372726,20.062371826171898,18.215661621093773
2000-04-01,12.035180664062523,16.797021484375023,-0.7973083496093523,19.451776123046898,17.889245605468773
2000-05-01,12.882501220703148,15.720269775390648,-1.1635498046874773,18.563958740234398,16.991845703125023
2000-06-01,13.966638183593773,14.534082031250023,-1.3614868164062273,17.702386474609398,16.235375976562523
2000-07-01,15.414514160156273,13.616876220703148,-1.4307617187499773,17.013543701171898,15.508843994140648
2000-08-01,16.217645263671898,13.115808105468773,-1.4674743652343523,16.587030029296898,15.192376708984398
2000-09-01,15.954736328125023,12.959893798828148,-1.4382995605468523,16.604821777343773,15.207543945312523
2000-10-01,14.937280273437523,13.370446777343773,-1.3721374511718523,16.918450927734398,15.538568115234398
2000-11-01,13.890374755859398,14.141839599609398,-1.1925109863281023,17.712182617187523,16.162072753906273
2000-12-01,12.827600097656273,15.267083740234398,-0.7801574707031023,18.756219482421898,17.036309814453148
2001-01-01,12.099420166015648,16.557611083984398,-0.21546020507810226,19.748834228515648,17.787255859375023
2001-02-01,11.744927978515648,17.205407714843773,0.04595336914064774,20.308648681640648,18.251367187500023
2001-03-01,11.744226074218773,17.221307373046898,-0.12726440429685226,20.314965820312523,18.379785156250023
2001-04-01,12.032250976562523,16.609307861328148,-0.5993103027343523,19.795251464843773,17.936547851562523
2001-05-01,12.810418701171898,15.566735839843773,-0.9942077636718523,18.858544921875023,17.290399169921898
2001-06-01,14.168725585937523,14.466485595703148,-1.2545532226562273,18.016137695312523,16.379266357421898
2001-07-01,15.554620361328148,13.557855224609398,-1.3712219238281023,17.246209716796898,15.608026123046898
2001-08-01,16.369409179687523,13.087609863281273,-1.4216674804687273,16.735864257812523,15.339532470703148
2001-09-01,16.204431152343773,12.999841308593773,-1.4110778808593523,16.743707275390648,15.381616210937523
2001-10-01,15.231195068359398,13.389703369140648,-1.3339904785156023,17.077691650390648,15.675347900390648
2001-11-01,14.000573730468773,14.483941650390648,-1.1764587402343523,17.863946533203148,16.295098876953148
2001-12-01,12.980187988281273,15.621881103515648,-0.8216003417968523,18.752160644531273,17.325372314453148
2002-01-01,12.319818115234398,16.616754150390648,-0.36072387695310226,19.909661865234398,18.039422607421898
2002-02-01,11.891748046875023,17.237145996093773,-0.06033935546872726,20.421960449218773,18.363336181640648
2002-03-01,11.809136962890648,17.321313476562523,-0.18848266601560226,20.364068603515648,18.434289550781273
2002-04-01,12.091699218750023,16.628106689453148,-0.6141723632812273,19.765405273437523,18.052636718750023
2002-05-01,12.818597412109398,15.637322998046898,-1.0477661132812273,18.880670166015648,17.148797607421898
2002-06-01,14.082299804687523,14.515527343750023,-1.2456420898437273,18.028588867187523,16.261804199218773
2002-07-01,15.416375732421898,13.593835449218773,-1.3796447753906023,17.304040527343773,15.564172363281273
2002-08-01,16.345239257812523,13.133538818359398,-1.4006713867187273,16.844934082031273,15.221002197265648
2002-09-01,16.022882080078148,12.982110595703148,-1.3821777343749773,16.808740234375023,15.227105712890648
2002-10-01,15.056420898437523,13.439508056640648,-1.3111633300781023,17.144799804687523,15.530877685546898
2002-11-01,13.887231445312523,14.083215332031273,-1.1033996582031023,17.914575195312523,16.171563720703148
2002-12-01,12.932733154296898,15.223962402343773,-0.7342285156249773,18.856866455078148,17.172540283203148
2003-01-01,12.243280029296898,16.417474365234398,-0.25150146484372726,19.798730468750023,17.962701416015648
2003-02-01,11.831933593750023,17.284082031250023,0.12966308593752274,20.308679199218773,18.479516601562523
2003-03-01,11.842736816406273,17.349603271484398,-0.07718505859372726,20.269708251953148,18.437127685546898
2003-04-01,12.151757812500023,16.529809570312523,-0.5694335937499773,19.696588134765648,18.043176269531273
2003-05-01,12.952081298828148,15.540429687500023,-0.9901184082031023,18.834497070312523,17.223779296875023
2003-06-01,14.248101806640648,14.456964111328148,-1.2585205078124773,18.007745361328148,16.351861572265648
2003-07-01,15.774865722656273,13.716546630859398,-1.3888916015624773,17.223138427734398,15.546746826171898
2003-08-01,16.690545654296898,13.231347656250023,-1.4142517089843523,16.805505371093773,15.093286132812523
2003-09-01,16.358514404296898,13.174645996093773,-1.3806518554687273,16.773034667968773,15.042779541015648
2003-10-01,15.321832275390648,13.674493408203148,-1.3344482421874773,17.043298339843773,15.472650146484398
2003-11-01,14.085717773437523,14.343408203125023,-1.1582702636718523,17.718011474609398,16.227868652343773
2003-12-01,13.129541015625023,15.394311523437523,-0.7445434570312273,18.784783935546898,17.111322021484398
2004-01-01,12.388665771484398,16.333612060546898,-0.25888671874997726,19.792810058593773,17.972314453125023
2004-02-01,11.983178710937523,17.064752197265648,0.09658203125002274,20.440179443359398,18.381097412109398
2004-03-01,11.937341308593773,17.070550537109398,-0.09110107421872726,20.278131103515648,18.306115722656273
2004-04-01,12.273583984375023,16.488732910156273,-0.5855773925781023,19.630059814453148,17.950799560546898
2004-05-01,12.931970214843773,15.495019531250023,-1.0169128417968523,18.833306884765648,17.122186279296898
2004-06-01,14.206353759765648,14.406732177734398,-1.2901977539062273,17.907800292968773,16.139855957031273
2004-07-01,15.636315917968773,13.663171386718773,-1.3893493652343523,17.213311767578148,15.379266357421898
2004-08-01,16.547387695312523,13.239709472656273,-1.4136413574218523,16.766107177734398,15.096887207031273
2004-09-01,16.153405761718773,13.163201904296898,-1.4072631835937273,16.697717285156273,15.108544921875023
2004-10-01,15.203759765625023,13.517938232421898,-1.3608154296874773,16.986474609375023,15.526788330078148
2004-11-01,14.078302001953148,14.361505126953148,-1.1739562988281023,17.798272705078148,16.184381103515648
2004-12-01,13.118646240234398,15.402490234375023,-0.7532714843749773,18.788537597656273,17.211328125000023
2005-01-01,12.361596679687523,16.673547363281273,-0.13660278320310226,19.725976562500023,17.931390380859398
2005-02-01,11.959527587890648,17.293298339843773,0.20348510742189774,20.269830322265648,18.397515869140648
2005-03-01,11.994226074218773,17.368585205078148,-0.10150756835935226,20.202081298828148,18.444482421875023
2005-04-01,12.409753417968773,16.742242431640648,-0.6471313476562273,19.670190429687523,17.855096435546898
2005-05-01,13.119104003906273,15.611108398437523,-1.0661987304687273,18.829309082031273,17.071313476562523
2005-06-01,14.353814697265648,14.557275390625023,-1.2692932128906023,18.011010742187523,16.154901123046898
2005-07-01,15.836724853515648,13.679528808593773,-1.3764099121093523,17.245080566406273,15.524011230468773
2005-08-01,16.532525634765648,13.180627441406273,-1.4195922851562273,16.816247558593773,15.156274414062523
2005-09-01,16.202996826171898,13.146997070312523,-1.4090026855468523,16.732995605468773,15.090905761718773
2005-10-01,15.146600341796898,13.531915283203148,-1.3543457031249773,17.068719482421898,15.443688964843773
2005-11-01,14.054223632812523,14.267022705078148,-1.1518310546874773,17.802453613281273,16.019036865234398
2005-12-01,13.110101318359398,15.333245849609398,-0.7437194824218523,18.915856933593773,16.943688964843773
2006-01-01,12.368432617187523,16.494744873046898,-0.08258666992185226,19.861444091796898,17.741296386718773
2006-02-01,11.929223632812523,17.249597167968773,0.31356201171877274,20.414636230468773,18.228814697265648
2006-03-01,11.847131347656273,17.421899414062523,0.005120849609397737,20.263879394531273,18.174188232421898
2006-04-01,12.311273193359398,16.842614746093773,-0.6128601074218523,19.790307617187523,17.724542236328148
2006-05-01,13.150628662109398,15.891015625000023,-1.0242675781249773,18.923974609375023,17.047387695312523
2006-06-01,14.319787597656273,14.741845703125023,-1.3058227539062273,17.968316650390648,16.237115478515648
2006-07-01,15.795495605468773,13.807275390625023,-1.3929809570312273,17.223199462890648,15.544793701171898
2006-08-01,16.581567382812523,13.360162353515648,-1.4251159667968523,16.806665039062523,15.142816162109398
