month,NA,SA,SO,PO,IO
2009-10-01,289.1869201660156,282.7286376953125,273.4164733886719,290.5912170410156,289.8155212402344
2009-11-01,288.0699462890625,283.3166198730469,273.71630859375,290.2185363769531,289.84210205078125
2009-12-01,287.1056823730469,284.31658935546875,274.3164978027344,290.07794189453125,290.0416259765625
2010-01-01,286.360595703125,285.3421936035156,275.03369140625,290.0290222167969,290.262939453125
2010-02-01,286.06402587890625,285.84698486328125,275.3912048339844,290.0142822265625,290.6285705566406
2010-03-01,286.1045837402344,285.7359619140625,275.21331787109375,290.00848388671875,290.8047790527344
2010-04-01,286.4878845214844,285.2076416015625,274.6623840332031,290.00054931640625,290.7960510253906
2010-05-01,287.25628662109375,284.36151123046875,274.0791931152344,289.99761962890625,290.61846923828125
2010-06-01,288.51324462890625,283.4960632324219,273.6938781738281,290.2662353515625,290.26483154296875
2010-07-01,289.9178466796875,282.81671142578125,273.4579162597656,290.7555236816406,290.1404113769531
2010-08-01,290.794921875,282.3797302246094,273.3383483886719,291.0453796386719,289.9392395019531
2010-09-01,290.451904296875,282.2637939453125,273.3458557128906,290.9477233886719,289.8179931640625
2010-10-01,289.4432373046875,282.68756103515625,273.4139099121094,290.3520202636719,289.82574462890625
2010-11-01,288.2962951660156,283.4609375,273.6949157714844,289.8958435058594,289.8557434082031
2010-12-01,287.21710205078125,284.3887023925781,274.2254943847656,289.783203125,290.03485107421875
2011-01-01,286.50762939453125,285.3451232910156,274.8705139160156,289.75152587890625,290.2144775390625
2011-02-01,286.00274658203125,286.0171813964844,275.1612854003906,289.8284912109375,290.4372863769531
2011-03-01,285.9031677246094,285.9076232910156,274.97479248046875,289.8366394042969,290.6631774902344
2011-04-01,286.1891174316406,285.2358703613281,274.5643310546875,289.86151123046875,290.6287841796875
2011-05-01,286.9950866699219,284.36181640625,274.0540771484375,289.9562683105469,290.46783447265625
2011-06-01,288.2013854980469,283.51080322265625,273.68731689453125,290.19879150390625,290.247314453125
2011-07-01,289.4912414550781,282.8451232910156,273.5416564941406,290.69659423828125,290.05633544921875
2011-08-01,290.3746643066406,282.38262939453125,273.3662109375,291.05474853515625,289.97576904296875
2011-09-01,290.15521240234375,282.29833984375,273.3798828125,290.8732604980469,289.91619873046875
2011-10-01,289.2132568359375,282.5311584472656,273.4555969238281,290.4107360839844,289.86212158203125
2011-11-01,288.0051574707031,283.16375732421875,273.7040710449219,289.9893493652344,289.9810791015625
2011-12-01,287.00555419921875,284.17413330078125,274.2394104003906,289.7809143066406,290.0987548828125
2012-01-01,286.27081298828125,285.073486328125,274.861572265625,289.7605285644531,290.29522705078125
2012-02-01,285.8970947265625,285.7314147949219,275.24090576171875,289.882568359375,290.5553894042969
2012-03-01,285.85986328125,285.63531494140625,275.0366516113281,289.8518371582031,290.61456298828125
2012-04-01,286.17730712890625,285.0271301269531,274.52618408203125,289.86468505859375,290.6802673339844
2012-05-01,286.9756774902344,284.2077941894531,274.0312805175781,289.9984436035156,290.52435302734375
2012-06-01,288.3721008300781,283.47869873046875,273.7250671386719,290.1955871582031,290.22943115234375
2012-07-01,289.78125,282.85101318359375,273.48876953125,290.7535095214844,290.125732421875
2012-08-01,290.6695556640625,282.3939208984375,273.3876953125,291.1435852050781,290.0592346191406
2012-09-01,290.3965759277344,282.408935546875,273.3670349121094,291.02069091796875,289.9834899902344
2012-10-01,289.37738037109375,282.6959533691406,273.4623107910156,290.5396728515625,289.94622802734375
2012-11-01,288.1883544921875,283.2082214355469,273.6872863769531,290.1432800292969,289.9512939453125
