date,T_NA_C,T_IO_C,K0_NA,K0_IO,K0_ratio,C_star_NA,C_star_IO,C_NA_obs,C_IO_obs,C_IO_pred_K0,resid_K0
2013-08,19.0271,18.4624,34.139626,34.757183,1.018089,0.01355335,0.01379852,0.01436435,0.01678246,0.01694859,-0.000166131
2013-09,19.0288,18.4626,34.137952,34.756871,1.01813,0.01355889,0.01380471,0.01436503,0.01678268,0.01694929,-0.000166601
2013-10,19.0305,18.4629,34.136263,34.756568,1.018171,0.01356441,0.0138109,0.0143657,0.01678291,0.01694998,-0.000167072
2013-11,19.0322,18.4632,34.134566,34.756295,1.018214,0.01356993,0.0138171,0.01436637,0.01678313,0.01695067,-0.000167542
2013-12,19.0339,18.4634,34.132855,34.756031,1.018257,0.01357545,0.0138233,0.01436709,0.01678337,0.01695141,-0.000168043
2014-01,19.0356,18.4637,34.131133,34.755751,1.018301,0.01358096,0.0138295,0.01436776,0.0167836,0.01695211,-0.000168513
2014-02,19.0373,18.4639,34.129422,34.755481,1.018344,0.01358648,0.0138357,0.01436838,0.0167838,0.01695276,-0.000168953
2014-03,19.039,18.4642,34.127717,34.755189,1.018386,0.01359199,0.01384189,0.0143691,0.01678404,0.0169535,-0.000169453
2014-04,19.0407,18.4645,34.126018,34.754892,1.018428,0.01359751,0.01384808,0.01436977,0.01678427,0.01695419,-0.000169922
2014-05,19.0424,18.4647,34.124341,34.754592,1.018469,0.01360304,0.01385427,0.01437044,0.01678449,0.01695488,-0.000170391
2014-06,19.0441,18.465,34.122661,34.754265,1.01851,0.01360856,0.01386045,0.01437111,0.01678471,0.01695557,-0.000170859
2014-07,19.0458,18.4652,34.120984,34.753938,1.01855,0.01361408,0.01386663,0.01437182,0.01678495,0.01695631,-0.000171358
2014-08,19.0475,18.4655,34.11931,34.75362,1.018591,0.01361961,0.01387281,0.01437249,0.01678518,0.016957,-0.000171826
2014-09,19.0492,18.4658,34.117643,34.753317,1.018632,0.01362514,0.013879,0.01437316,0.0167854,0.01695769,-0.000172294
2014-10,19.0509,18.466,34.115969,34.753035,1.018674,0.01363066,0.01388519,0.01437388,0.01678564,0.01695843,-0.000172792
2014-11,19.0526,18.4663,34.114273,34.752759,1.018716,0.01363618,0.01389139,0.0143745,0.01678585,0.01695908,-0.000173229
2014-12,19.0543,18.4665,34.112622,34.752499,1.018758,0.01364171,0.0138976,0.01437455,0.01678586,0.01695913,-0.00017327
