date,C_NA,C_SA,C_SO,C_PO,C_IO
2009-06-01,14.329529146306628,15.694206384994972,15.208179065456841,18.337275769707578,16.770970320674536
2009-07-01,14.330217794942238,15.694143885184618,15.211577391337475,18.33726670435107,16.7711954880154
2009-08-01,14.330929050321842,15.694081101974747,15.215081895661067,18.33725734546974,16.771428136226966
2009-09-01,14.331617018572892,15.694022119889926,15.218466344278887,18.33724829705388,16.77165325517582
2009-10-01,14.332327565444455,15.693963001571044,15.221956383156975,18.337238955946706,16.771885852770563
2009-11-01,14.333037759832207,15.69390570790386,15.22543921313246,18.337229623857702,16.772118424973893
2009-12-01,14.333724704767928,15.693852023302131,15.228802732859146,18.33722060157143,16.772343470210327
2010-01-01,14.334434197670031,15.693798363988781,15.23227119300665,18.33721128758079,16.77257599152247
2010-02-01,14.335120472968399,15.69374814957419,15.235620987694492,18.337202282551054,16.772800988099213
2010-03-01,14.335783553552268,15.693701261589046,15.238852582613893,18.337193585942863,16.773018461609503
2010-04-01,14.336469177298774,15.693654424081226,15.242189010348113,18.337184597851426,16.773243410834258
2010-05-01,14.337177308437319,15.693607822136125,15.245629536386124,18.337175319197303,16.773475833098544
2010-06-01,14.337885093586207,15.693563012673426,15.24906296245916,18.337166049525248,16.77370823006231
2010-07-01,14.338569713022853,15.693521378820126,15.252378776880333,18.337157087579445,16.77393310585738
2010-08-01,14.339276809035475,15.693480140214957,15.25579805000475,18.337147835888008,16.774165452183475
2010-09-01,14.339983561925386,15.693440679961412,15.259210270365768,18.337138593193323,16.774397773159947
2010-10-01,14.340667185575327,15.693404208486566,15.26250560864822,18.33712965744305,16.774622575386754
2010-11-01,14.341350486896514,15.693369410748035,15.265794299305206,18.337120730321413,16.774847353612287
2010-12-01,14.342056225640762,15.693335216122788,15.26918560654763,18.33711151476833,16.775079599075994
2011-01-01,14.342761626211146,15.693302779821813,15.27256992281452,18.337102308336263,16.775311819184072
2011-02-01,14.343421208397729,15.693274041298693,15.275729511882028,18.33709370421438,16.775529034178586
2011-03-01,14.3441032163934,15.69324596778627,15.278991461299269,18.337084812126214,16.77575371549486
2011-04-01,14.344807629924665,15.693218665224027,15.28235534596034,18.337075632670654,16.7759858616268
2011-05-01,14.345488996523892,15.6931939280331,15.285604010008493,18.337066758129165,16.776210494892272
2011-06-01,14.346170046869988,15.693170835074818,15.288846126585053,18.337057892083145,16.776435104423832
2011-07-01,14.346873465827445,15.693148704528724,15.292189413260425,18.337048739453287,16.776667175820887
2011-08-01,14.347576552693173,15.69312830156214,15.295525815091635,18.3370395957601,16.776899222042882
2011-09-01,14.348256638805568,15.693110224295665,15.298747943044162,18.33703075566569,16.77712375854275
2011-10-01,14.348959064308486,15.69309326266648,15.302070620907312,18.337021629911924,16.777355754361416
2011-11-01,14.349661160795092,15.693078014377786,15.305386459626925,18.337012513236107,16.77758772486304
