date,S_NA,S_SA,S_SO,S_PO,S_IO
2011-12-01,34.98962953399148,35.34355200925784,34.47026239382053,34.682070884283554,34.61050432341303
2012-01-01,34.99007100980956,35.34328290858593,34.47047039909858,34.68214477332547,34.61054821308358
2012-02-01,34.99046736880834,35.34299500516147,34.47060953454434,34.682260864053255,34.61064841453951
2012-03-01,34.99088754378093,35.3427390856433,34.47067171192309,34.68235866214911,34.610839655111924
2012-04-01,34.991149242695705,35.34254677983929,34.47072087530466,34.68244110481704,34.611127022948416
2012-05-01,34.99124668882203,35.342467819536836,34.47089618821753,34.6824869692242,34.61157080305073
2012-06-01,34.99133561467296,35.342383043957334,34.47108200250446,34.68248617017767,34.612100975952686
2012-07-01,34.991515876457086,35.34236591307054,34.471285746915896,34.68252778839666,34.61252975992694
2012-08-01,34.99163617692136,35.342344280746644,34.47152709677889,34.68255280027178,34.61295347880736
2012-09-01,34.9918162760531,35.342195258904376,34.47179479927558,34.68256197606483,34.61331924629527
2012-10-01,34.99188390705105,35.341931609599804,34.47203210868284,34.682635127343026,34.613545643897126
2012-11-01,34.992137176531834,35.34156614599874,34.472255330590286,34.68273042101641,34.61365050830999
2012-12-01,34.99252851255962,35.3411751394514,34.472507125042085,34.682785279814524,34.613673837030724
2013-01-01,34.9929913666399,35.34081046509401,34.47271235093577,34.68275734829853,34.613713301564715
2013-02-01,34.993416347117495,35.340474110956265,34.47282268846219,34.68276444118666,34.61373163797957
2013-03-01,34.993839022759985,35.34011645935275,34.47288138543217,34.682739671404796,34.61386947249499
2013-04-01,34.99422427396314,35.339794986003746,34.472928709184465,34.682763714854545,34.61399620453987
2013-05-01,34.99446092449798,35.339606423497706,34.473082977923845,34.68282874660561,34.61421825037697
2013-06-01,34.99467707228681,35.33947190174454,34.473283087469135,34.68285081082525,34.61457746057106
2013-07-01,34.994904568202365,35.33937426026985,34.47351284443278,34.68292877803823,34.61494649781113
2013-08-01,34.99508886484321,35.33927613445851,34.47378515555643,34.68297061306273,34.61533840433906
2013-09-01,34.99521338701233,35.33905565632141,34.4740652924442,34.682997568149,34.615691057830084
2013-10-01,34.99541835062857,35.33875335065109,34.474320212793394,34.68300625351996,34.61598874106444
2013-11-01,34.99568431013821,35.338441378501145,34.47456517012522,34.68310069574664,34.61616604006029
2013-12-01,34.99602845388907,35.33810180200866,34.474838088811005,34.683153868110175,34.61618086878998
2014-01-01,34.99644320320085,35.33777468125246,34.4750724232147,34.6831079818687,34.616282225181536
2014-02-01,34.99688700178383,35.337557672847545,34.475186871689075,34.683083022846205,34.61636668542149
2014-03-01,34.997228461681885,35.33730622775753,34.47522696321062,34.68310952344818,34.61648479920966
2014-04-01,34.99757300078145,35.33700029302651,34.47532583600844,34.68315531644616,34.616721835250665
2014-05-01,34.997807551660394,35.33678364324481,34.47547602142105,34.68318025305091,34.616945060590886
2014-06-01,34.997974665098155,35.336729163270334,34.47567736056012,34.68310127386728,34.61727707332043
2014-07-01,34.9981777421659,35.3367079416098,34.47592051304591,34.6829971183805,34.61771039971589
2014-08-01,34.99832984467942,35.336577654152116,34.476189385428164,34.682977827236094,34.618079285468546
2014-09-01,34.99847820244198,35.336349247119024,34.47645312462741,34.682963679336154,34.61840334105395
2014-10-01,34.998591729463584,35.336077921312786,34.47670762859727,34.68296962317202,34.6185899785835
2014-11-01,34.998831144183846,35.335711292330295,34.47695258006409,34.683020721009825,34.61870572383208
2014-12-01,34.9989985796314,35.33552579155028,34.47707576704448,34.68303844582553,34.618751759806926
