date,S_NA,S_SA,S_SO,S_PO,S_IO
2011-01-01,34.98718099721135,35.3459593883981,34.46830759897277,34.68101191440188,34.60711496698114
2011-02-01,34.98765279951812,35.345675547475146,34.46840942813784,34.6811591650112,34.60725285565075
2011-03-01,34.98817226809854,35.34535370953104,34.46842800049625,34.68133989147341,34.60752586555852
2011-04-01,34.98861115320492,35.34504169493008,34.468453821575174,34.68146597474188,34.6078547588728
2011-05-01,34.988765919546275,35.34489994192639,34.46853887542572,34.68149947799675,34.60828574311795
2011-06-01,34.98884185557993,35.3447793362081,34.46870727954436,34.681544493157006,34.608802118551004
2011-07-01,34.98900356987667,35.34467395618233,34.46896841623995,34.68162545749407,34.609288187492794
2011-08-01,34.98903942543994,35.344515611320425,34.46925294066409,34.68168470098404,34.60976287610624
2011-09-01,34.98903153838429,35.34437289750613,34.46952201029672,34.68175393813636,34.61019449054497
2011-10-01,34.98910113870275,35.34410314147671,34.46977611057499,34.68190478042792,34.61041319057619
2011-11-01,34.98927610268565,35.34383023800572,34.470011089192035,34.682012694153705,34.61049144744723
