date,F_NA,F_SA,F_SO,F_PO,F_IO
2000-01-01,0.5928680703777295,0.38262239038163404,-0.09920747470128549,1.128298670191454,0.017122039993532297
2000-02-01,0.8751648304853228,0.4633816151471298,-0.18018193554960427,1.1465383153113058,0.2794580734313194
2000-03-01,0.7166769302285835,0.50787904617937,-0.2397726254331104,1.058544849138341,0.7042942063163024
2000-04-01,0.6738456929700953,0.459210436926913,-0.24321497192331948,1.0417199889238458,0.8184377352344157
2000-05-01,0.15027526383747472,0.6775270269707944,-0.16818735063491075,-0.08279465865109033,1.0590391894737265
2000-06-01,0.23502870746126242,0.6976156396272813,-0.09282540002029666,0.7040998455315968,1.0829389456809397
2000-07-01,0.46073855620627935,0.5896330662044158,-0.056030532187289914,0.22334979729079443,1.2172144357084393
2000-08-01,0.2826460705028629,0.812669382575055,-0.046045806198217396,0.14033555237335915,1.1482332639644157
2000-09-01,0.08633965542120405,0.6015502036494687,-0.03254094575182485,0.7607132390862205,0.8914987441022457
2000-10-01,0.3530504844858435,0.42089987239314997,-0.047343971114121725,0.4812305534733893,0.9044331336868292
2000-11-01,0.5449113626887151,0.27132105717482347,-0.054467950856365355,1.0240217228306125,0.3771615689464246
2000-12-01,0.8551453447276931,0.17179109340618598,-0.04387856499435252,-0.1681931382124709,0.6693509102956777
2001-01-01,0.9126299040397433,0.5194364651404693,-0.06899291945544775,1.3024471256857644,-0.359796112779305
2001-02-01,0.8957640572141113,0.3976895037388526,-0.14690061481087924,0.35922701324500245,0.5839219221999722
2001-03-01,0.7821779961336308,0.4728479550521545,-0.23685835456045015,0.6636457232113914,0.8288958900906729
2001-04-01,0.6684860468408972,0.39462888121919604,-0.2197523467276303,0.9487207691948244,0.6444210752614727
2001-05-01,0.15897488629943443,0.7020110686263241,-0.14393085765173982,-0.17436976760827744,1.060500015000406
2001-06-01,0.4092592172969824,0.7397608689561942,-0.10536532013401842,0.4477935297177941,1.1801966616935184
2001-07-01,0.28202458497880706,0.8266437114314744,-0.03299475667249733,0.15910992922799394,1.1118205542773594
2001-08-01,0.13197170642363312,0.9689793685056531,-0.08914397526514534,-0.7086105873530475,1.3669182961772612
2001-09-01,0.18335104898461288,0.5624348185281792,-0.07000165606623948,0.5830088390414622,0.6873107415075006
2001-10-01,0.27928550300501664,0.29440953425032523,-0.08510874734866845,0.02845058374346909,0.5706020938264091
2001-11-01,0.34499290381945963,0.3713183146382034,-0.08342718776877683,0.493227106313175,0.37490690061955323
2001-12-01,0.49439472521429323,0.31068538207310237,-0.04277803873552394,-0.15380800327240346,0.6062583289769766
2002-01-01,0.5934044171758522,0.18377055833056216,-0.11582087698684913,0.6506827483383402,-0.2204650837314113
2002-02-01,0.5328842690847758,0.27434514927691467,-0.21404789720057527,0.05598467704224625,0.593264412811487
2002-03-01,0.7754176888777774,0.2169251346639612,-0.2637296147228198,0.39139167779604733,0.22359571189702324
2002-04-01,0.5245155507729721,0.10891445723309308,-0.2676971542122079,1.098604741254175,0.600640309514638
2002-05-01,0.23596409841476298,0.7191847553681653,-0.1547001979294972,-0.2718041260784675,0.6285701905720383
2002-06-01,0.0894403925880871,0.9147244491543575,-0.09471440819841367,0.18750196009618478,0.9587794948579121
2002-07-01,0.24230607461061232,0.7280667202887842,-0.07608509291625427,-1.039528312025141,1.5599790363633563
2002-08-01,0.23190281049056147,0.793669440474701,-0.02600773593888577,-0.9385991122021023,1.4321184498544188
2002-09-01,-0.001980495296429692,0.4269442581378595,-0.02517242445782362,0.08015225336489011,1.2843081678930335
2002-10-01,0.3661092948094883,0.3248201923631629,-0.04769785940160578,0.3000086610047026,0.7549352867929704
2002-11-01,0.6333011526413902,0.3790330044361128,-0.041970951551984825,0.46832048777140634,0.20063770745634416
2002-12-01,0.7742381159129899,0.20355308737278907,-0.062187685855319176,0.24975882690709064,0.07125720763427427
2003-01-01,0.8646558725426481,0.15932641323573232,-0.09688568693192585,0.09759804032726374,0.1785848207928853
2003-02-01,0.7212980897595874,0.3189221980773631,-0.13878932774179967,0.7618783631702903,0.176338209194534
2003-03-01,0.6217606780734236,0.3623216070149072,-0.19326580852825967,0.7632266436309766,0.43464715859276637
2003-04-01,0.4138895800406739,0.544637067757241,-0.19297248811249604,0.6319841744419933,0.43643933255657386
2003-05-01,0.26148535683844804,0.6933113734298141,-0.1718747811860357,-0.5422444488875872,0.7585605679659901
2003-06-01,0.08214898324548185,0.6607450313233677,-0.10201402197743918,0.4387632323116666,1.088994912958374
2003-07-01,0.2810671207643664,0.8657168402566684,-0.09411687006966564,0.45257441330413734,0.862003227214248
2003-08-01,0.26654632056544064,0.8925859242800528,-0.06679434264500766,0.0924807534213361,0.9492514533121461
2003-09-01,0.0716566253371134,0.6185920162966447,-0.07531674044078158,0.4915701787625423,1.3264023645212433
2003-10-01,0.19360150168106321,0.6534995939037297,-0.062414739798434454,0.38545194993624343,0.6903816120380015
2003-11-01,0.32507101603430416,0.3739242287776982,-0.07842896512488676,0.6903706589968109,0.3255268551910453
2003-12-01,0.5085456895035192,0.2851860131677826,-0.05098585849419011,0.555235915783762,0.28633385756236834
2004-01-01,0.7190821341468784,0.26273416717055653,-0.0840998091952555,0.7735674407862078,0.3003879812555961
2004-02-01,0.8289931510776729,0.39392024204007065,-0.13791254320686658,0.42662236185609637,0.14766386569045364
2004-03-01,0.924784300658897,0.5242355217959355,-0.22849541176035396,0.005725158333825666,0.5166969104582239
2004-04-01,0.44616347546826207,0.482445330437853,-0.2028487719704258,0.32760402669660316,0.5606644765942181
2004-05-01,0.23473346218718075,0.7360282334293106,-0.17131059847856364,0.35321678952488866,0.6681479415284333
2004-06-01,0.3041982810276615,0.8500840832524562,-0.0934844663642448,-0.3621096884351135,1.3438851922100474
2004-07-01,0.4323367969295819,0.8230991974249864,-0.10277943426762541,0.7685319807455101,1.1671420011665776
2004-08-01,0.30679344188290325,0.7787169249379777,-0.09182126190723634,-0.6745969696535905,1.3719136239846668
2004-09-01,-0.0781702720779489,0.7173125599248027,-0.07676781357125653,1.284042326680785,0.7296218651907002
2004-10-01,0.3196194925032903,0.4523969415353954,-0.07370140110724754,0.8146112204357892,0.5918059815048178
