date,F_NA,F_SA,F_SO,F_PO,F_IO,SST_NA,SST_SA,SST_SO,SST_PO,SST_IO,pCO2_air,month_sin,month_cos,year_norm,DISEQ_NA,DISEQ_SA,DISEQ_SO,DISEQ_PO,DISEQ_IO
1988-05-01,0.2034684572130587,0.515033467928723,-0.0921954695389056,-0.1458409891568281,0.7759714245070687,291.6611064799542,290.3210788400041,272.3686943360151,292.66218531995827,291.533463343993,341.90179308311167,0.49999999999999994,-0.8660254037844387,0.03044258582204893,-0.002287569109531644,-0.0034932784158351066,0.008804521314088145,-0.006809073993947201,-0.004797344922668612
1988-06-01,-0.0269536656027027,0.7424484289343375,-0.0766940720492901,0.0803720625739809,1.2440580804479384,291.66283434880665,290.32092638098766,272.3681251556872,292.6637607297943,291.5337276062881,342.0862888208169,1.2246467991473532e-16,-1.0,0.03353164462965259,-0.0022825778616175334,-0.0034858983714790848,0.008811606030619461,-0.00680335313699053,-0.004791237600733696
1988-07-01,0.3156228485465102,0.8437427536543751,-0.0440514344167901,0.6157783197285674,1.0346301057463132,291.6645064799542,290.32077884000404,272.3675743360151,292.66528531995823,291.533983343993,342.26483308311185,-0.4999999999999997,-0.8660254037844388,0.03652105637893951,-0.0022777738018371334,-0.0034787372814734027,0.0088182887293081,-0.006797816960426804,-0.0047853348238938165
1988-08-01,-0.0184106194680659,0.6617982953590686,-0.0577504629913814,0.4339231531135251,0.4548363308941239,291.66623434880665,290.3206263809877,272.36700515568725,292.66686072979434,291.5342476062881,342.44932882081656,-0.8660254037844384,-0.5000000000000004,0.03961011518653488,-0.002272809461229597,-0.0034713409141701804,0.008825207392704794,-0.006792096760958466,-0.00477923535639845
1988-09-01,-0.2464083175491163,0.5162894311984572,-0.0419221160297027,0.9341654361754969,0.4984857846094186,291.6679622176591,290.32047392197126,272.36643597535937,292.6684361396304,291.53451186858314,342.6338245585218,-1.0,-1.8369701987210297e-16,0.04269917399413854,-0.002267844986525158,-0.0034639479629577034,0.00883213924509945,-0.006786377086096708,-0.0047731359588666054
1988-10-01,0.1049296483463062,0.4124132041719014,-0.0305404225439869,0.2726119183707317,0.9393129586509056,291.66963434880665,290.32032638098764,272.36588515568724,292.6699607297943,291.5347676062881,342.81236882081674,-0.8660254037844386,0.5000000000000001,0.04568858574342546,-0.0022630405189795477,-0.003456796792606593,0.008838860217101266,-0.00678084241651491,-0.004767233382197901
1988-11-01,0.3067194455172703,0.3603810607198388,-0.0218006999947053,1.0957562380525985,0.6891728051963566,291.6713622176591,290.3201739219713,272.36531597535935,292.6715361396304,291.53503186858313,342.99686455852145,-0.5000000000000004,0.8660254037844384,0.04877764455102083,-0.002258048709310864,-0.0034494331257630562,0.008846008277404607,-0.006775124147599999,-0.004761126409469142
1988-12-01,0.5384738508874443,0.2753953807837973,-0.0140650378662686,0.4128114981397933,0.9404579285910168,291.67303434880665,290.32002638098766,272.3647651556872,292.6730607297943,291.5352876062881,343.17540882081687,-2.4492935982947064e-16,1.0,0.051767056300316035,-0.002253244003542836,-0.0034422883820141113,0.008852754097898511,-0.006769590476796136,-0.0047552239663048255
1989-01-01,0.6572739961476463,0.4725156136129547,-0.0033759090861472,0.72416004685922,-0.2351618046500578,291.6747622176591,290.31987392197124,272.36419597535934,292.67463613963037,291.5355518685831,343.35990455852163,0.49999999999999994,0.8660254037844387,0.05485611510791141,-0.0022482790054416946,-0.0034349088625615226,0.008859737849287855,-0.006763872866477755,-0.004749124843435301
1989-02-01,0.5076630039575454,0.4535268963150181,-0.0870374405681438,0.3841359011229535,0.3752542457345691,291.67649482039883,290.3197210452589,272.3636252356333,292.6762158656578,291.5358168548845,343.5449057640009,0.8660254037844386,0.5000000000000001,0.05795363709032186,-0.00224329798783072,-0.003427514394595068,0.008866769873938215,-0.006758140149667084,-0.004743008425927736
1989-03-01,0.5206600136897204,0.3589783498688932,-0.1247625283515197,0.9155529913173308,0.5524706313321675,291.67805975190566,290.31958296306715,272.363109728784,292.6776427149729,291.53605619735026,343.7120036270146,1.0,6.123233995736766e-17,0.06075139888089015,-0.002238825863020733,-0.003420816381949049,0.008872944266678116,-0.006752962292766968,-0.004737491688573335
1989-04-01,0.6218299849632186,0.2029309519271535,-0.1571031251334506,0.4005676680728514,0.680408129004693,291.67979235464543,290.3194300863548,272.362538989058,292.67922244100026,291.53632118365164,343.8970048324943,0.8660254037844387,-0.4999999999999998,0.0638489208633089,-0.0022338176269225095,-0.0034134504959787842,0.008880189940206177,-0.006747230951974891,-0.004731367695369186
1989-05-01,0.2838498440126005,0.5424378508500355,-0.1378456445407392,0.111174019429507,0.915028428394122,291.68146906697416,290.31928214114936,272.3619866602909,292.6807512081235,291.5365776220078,344.0760382571517,0.49999999999999994,-0.8660254037844387,0.06684652278177196,-0.0022290238610120448,-0.0034062821956798908,0.008886844196065525,-0.006741684263003242,-0.004725456484639325
1989-06-01,0.2679654182702555,0.7650808665174627,-0.0924512297682836,0.1890518213527395,0.994367965979356,291.6832016697139,290.31912926443704,272.36141592056487,292.6823309341509,291.5368426083092,344.26103946263095,1.2246467991473532e-16,-1.0,0.06994404476418241,-0.002224015437341586,-0.003398922706960815,0.00889411471367195,-0.006735953959031104,-0.004719332631886505
1989-07-01,0.4071918829867809,0.565203461019627,-0.0843048079052879,0.3083971633327792,0.9541946177470346,291.68487838204265,290.3189813192315,272.36086359179774,292.68385970127423,291.53709904666533,344.44007288728886,-0.4999999999999997,-0.8660254037844388,0.07294164668265377,-0.0022191945157147078,-0.003391782689950029,0.008900981551550852,-0.00673040864559738,-0.004713413848158741
1989-08-01,0.3663797485139162,0.723779100719014,-0.0276736579465269,0.5742227958957917,1.1812991164846516,291.6866109847824,290.3188284425192,272.36029285207167,292.6854394273016,291.5373640329667,344.6250740927681,-0.8660254037844384,-0.5000000000000004,0.07603916866506423,-0.002214212777002589,-0.0033844079963906183,0.008908090167278322,-0.0067246790068739605,-0.004707297840752878
1989-09-01,-0.0386638264792156,0.4402438533038082,-0.0405338823782936,0.8222098562480921,0.9341799697188288,291.6883435875221,290.31867556580687,272.35972211234565,292.687019153329,291.5376290192681,344.81007529824785,-1.0,-1.8369701987210297e-16,0.07913669064748297,-0.0022092309299991553,-0.0033770366174763564,0.008915211648438351,-0.006718949894943468,-0.004701181904015217
1989-10-01,0.1148708077966418,0.3620564965181809,-0.0456756628628233,0.2199621217522096,0.6897347411098506,291.6900202998509,290.3185276206014,272.3591697835785,292.6885479204523,291.53788545762427,344.98910872290526,-0.8660254037844386,0.5000000000000001,0.08213429256594604,-0.0022044096753973206,-0.003369906225656017,0.008922115819743805,-0.006713406094767862,-0.004695263322398764
1989-11-01,0.1663652234340827,0.2525566535718071,-0.0002046381876414,0.1883006482150399,0.5374493033490987,291.6917529025906,290.3183747438891,272.3585990438525,292.6901276464797,291.53815044392564,345.1741099283845,-0.5000000000000004,0.8660254037844384,0.08523181454835649,-0.002199427598133791,-0.0033625414529677156,0.008929262931688685,-0.00670767801964192,-0.00468914752371896
1989-12-01,0.152831667719788,0.2721942746240395,-0.0118690366628133,1.0155923370118307,0.2400061491187313,291.6934296149194,290.3182267986836,272.3580467150854,292.69165641360297,291.5384068822818,345.35314335304236,-2.4492935982947064e-16,1.0,0.08822941646682785,-0.0021946329011043354,-0.0033553963003963173,0.008936006793604852,-0.006702134852814571,-0.004683236776928968
1990-01-01,0.469719502748104,0.3784676159626947,-0.0155768964311567,0.4265163392960379,0.3684065045988323,291.6951622176591,290.3180739219713,272.35747597535936,292.69323613963036,291.53867186858315,345.5381445585216,0.49999999999999994,0.8660254037844387,0.0913269384492383,-0.0021896238469406165,-0.003348059130074082,0.00894336409371995,-0.00669640818389158,-0.004677113415395397
1990-02-01,0.459753737903888,0.3808300295081275,-0.0402230636746048,0.4528652631271464,0.1657213659151263,291.6968948203988,290.3179210452589,272.35690523563335,292.6948158656578,291.5389368548845,345.72314576400083,0.8660254037844386,0.5000000000000001,0.09442446043164875,-0.0021846414482629348,-0.0033407042026284747,0.008950549455861321,-0.006690681671954227,-0.004670997824729545
1990-03-01,0.56320174257667,0.3459694832799911,-0.1013818319756948,-0.1809452094202767,0.3757929835200665,291.6984597519057,290.31778296306715,272.356389728784,292.69624271497287,291.5391761973503,345.89024362701457,1.0,6.123233995736766e-17,0.09722222222221703,-0.0021801945383760624,-0.0033340222936266897,0.008956682885685635,-0.00668550905325991,-0.004665489522877153
1990-04-01,0.4408146171323256,0.6200333387699752,-0.1342077515109684,0.4762944049902884,0.5325658880675674,291.7001923546454,290.3176300863548,272.355818989058,292.69782244100026,291.53944118365166,346.0752448324943,0.8660254037844387,-0.4999999999999998,0.10031974420463578,-0.0021751585423151858,-0.0033267151739642033,0.008964260065487147,-0.006679784281321615,-0.00465935866879991
1990-05-01,0.0971953398735068,0.6356271086393068,-0.0999780690079512,0.5673048922933034,0.8802946358457067,291.7018690669742,290.31748214114936,272.35526666029085,292.6993512081235,291.5396976220078,346.2542782571517,0.49999999999999994,-0.8660254037844387,0.10331734612309885,-0.0021703365827908765,-0.0033196066841320784,0.008971249364395265,-0.006674243966690153,-0.004653440551409982
1990-06-01,0.1892610748793945,0.7965464868364827,-0.0757474019656099,-0.5134590059827429,1.3309333156757797,291.7036016697139,290.31732926443703,272.35469592056484,292.7009309341509,291.53996260830917,346.43927946263096,1.2246467991473532e-16,-1.0,0.1064148681055093,-0.0021653271580738213,-0.0033122849210469093,0.008978666752089543,-0.006668519860938285,-0.004647317536789883
1990-07-01,0.2708462978551645,0.6876492242037138,-0.0420069310110721,0.1976936410227457,1.3479901294865242,291.70527838204265,290.31718131923157,272.3541435917977,292.7024597012742,291.54021904666536,346.6183128872889,-0.4999999999999997,-0.8660254037844388,0.10941247002398066,-0.0021605050320883095,-0.0033051825593933253,0.008985679937989299,-0.006662980548392646,-0.004641399554338767
1990-08-01,0.1904876971270616,0.5912180760697692,-0.0287641264024817,-0.5846166120657584,1.4386263332874685,291.7070109847824,290.3170284425192,272.3535728520717,292.7040394273016,291.54048403296673,346.8033140927681,-0.8660254037844384,-0.5000000000000004,0.11250999200639111,-0.0021555220704226937,-0.0032978466783370255,0.008992939460206103,-0.006657257109833744,-0.004635284375046431
1990-09-01,0.1671165279858235,0.5393211329663781,-0.0027417766108036,0.587774701308151,1.2075862824487726,291.7087435875221,290.31687556580687,272.3530021123457,292.705619153329,291.5407490192681,346.9883152982478,-1.0,-1.8369701987210297e-16,0.11560751398880985,-0.0021505390219714055,-0.0032905140141043874,0.009000211528723186,-0.00665153419730256,-0.004629169266547767
1990-10-01,0.1239462088429752,0.449782432669191,-0.0249202415702299,1.0281333292457118,0.6042361050643623,291.7104202998509,290.3167276206014,272.35244978357855,292.7071479204523,291.54100545762424,347.1673487229052,-0.8660254037844386,0.5000000000000001,0.11860511590727292,-0.0021457166255885243,-0.0032834209935291916,0.009007261121445556,-0.0066459963958073465,-0.004623251486560568
1990-11-01,0.317594596455434,0.1670703512301709,-0.0120629598484017,-0.0628194778685618,0.7208573819943465,291.7121529025906,290.3165747438891,272.35187904385253,292.7087276464797,291.5412704439256,347.35234992838446,-0.5000000000000004,0.8660254037844384,0.12170263788968337,-0.0021407333900185822,-0.003276094740095853,0.009014558184728615,-0.0066402745186573235,-0.004617136516265568
1990-12-01,0.2675755241288684,0.4078039227659768,-0.0102013553897756,0.6205364298229034,0.4377788751499304,291.7138296149194,290.3164267986836,272.3513267150854,292.71025641360296,291.5415268822818,347.5313833530424,-2.4492935982947064e-16,1.0,0.12470023980815473,-0.0021359373326183106,-0.003268988032013559,0.009021451462833584,-0.006634737352667149,-0.004611226561015544
1991-01-01,0.4415998249861894,0.3514838432427351,-0.0025153078877238,0.6994428330437661,0.2232196305205398,291.7155622176591,290.3162739219713,272.3507559753594,292.7118361396304,291.5417918685832,347.7163845585216,0.49999999999999994,0.8660254037844387,0.12779776179056518,-0.0021309274227108484,-0.003261687927004816,0.009028953483835358,-0.006629016877015045,-0.004605104038219444
1991-02-01,0.4553868749032307,0.3954423672381479,-0.0937310720687769,0.1260649359706661,0.2962047768414431,291.7172948203988,290.3161210452589,272.3501852356333,292.7134158656578,291.54205685488455,347.90138576400085,0.8660254037844386,0.5000000000000001,0.13089528377297563,-0.002125943930076946,-0.0032543712270032277,0.009036287849407977,-0.006623296561050549,-0.004598989276162504
1991-03-01,0.5290719226300363,0.1806639133005057,-0.1767729431611938,-0.5778121842240826,0.4907183451628034,291.7188597519057,290.31598296306714,272.349669728784,292.71484271497286,291.54229619735025,348.0684836270146,1.0,6.123233995736766e-17,0.13369304556354392,-0.002121495534665655,-0.0032477262662937434,0.00904256474095756,-0.006618129544950993,-0.00459348170245857
1991-04-01,0.3341940750136901,0.4723634334996904,-0.1287114263574331,0.6574848037447231,0.3357568227211375,291.7205923546454,290.3158300863548,272.349098989058,292.71642244100025,291.5425611836516,348.25348483249434,0.8660254037844387,-0.4999999999999998,0.13679056754596267,-0.00211645900118361,-0.0032404546850698553,0.009050281174118636,-0.0066124109609850545,-0.004587351697552141
1991-05-01,0.113558601820513,0.4784566197632561,-0.1590871591826445,-0.1070003846853973,0.5246418601960026,291.7222690669742,290.31568214114935,272.3485466602909,292.7179512081235,291.5428176220078,348.43251825715174,0.49999999999999994,-0.8660254037844387,0.13978816946442574,-0.002111636042965005,-0.0032333829170333103,0.009057413786092747,-0.006606876640705335,-0.004581434382338545
1991-06-01,-0.0958624764477858,0.6951320576293392,-0.0924390957851608,-0.8048336701481056,0.9385320983681266,291.7240016697139,290.31552926443703,272.34797592056486,292.71953093415095,291.5430826083092,348.617519462631,1.2246467991473532e-16,-1.0,0.1428856914468362,-0.002106652239142172,-0.0032260785687338017,0.009064796455156258,-0.006601158360481812,-0.004575319892357217
1991-07-01,-0.0348475438311178,0.7476201886249155,-0.0714743999664115,-0.0360184915689453,1.1365427827222336,291.7256783820427,290.31538131923156,272.34742359179774,292.7210597012742,291.5433390466653,348.79655288728884,-0.4999999999999997,-0.8660254037844388,0.14588329336530753,-0.0021018554955942893,-0.0032189937240388287,0.009071775031329965,-0.006595624676911703,-0.004569410396199831
1991-08-01,0.0120178840771538,0.5015222231736286,-0.0837272906996261,-1.1088278406772318,0.8993072530920478,291.7274109847824,290.3152284425192,272.3468528520717,292.7226394273016,291.5436040329667,348.9815540927681,-0.8660254037844384,-0.5000000000000004,0.148980815347718,-0.002096845188100171,-0.0032117146982122806,0.009079359674694141,-0.006589907795207765,-0.004563288360136067
1991-09-01,0.1398579475972457,0.2636700182823464,-0.0648353689414414,-1.4785964515720753,0.5931343824097536,291.7291435875221,290.31507556580686,272.34628211234565,292.72421915332905,291.5438690192681,349.16655529824783,-1.0,-1.8369701987210297e-16,0.15207833733013673,-0.002091861162265854,-0.0032044197391908735,0.00908677910585739,-0.006584191074624955,-0.0045571740792671265
1991-10-01,-0.0095772362568943,0.3578154579871103,-0.0497258149644896,-0.4458031350612373,0.4618712178308241,291.7308202998509,290.3149276206014,272.3457297835785,292.7257479204523,291.54412545762426,349.34558872290523,-0.8660254037844386,0.5000000000000001,0.1550759392485998,-0.0020870641458805694,-0.0031973442657009486,0.00909379431045399,-0.0065786589009682525,-0.004551264782861981
1991-11-01,0.2752644294896041,0.2580764307428357,-0.0583811399542542,0.1735934624118966,0.5143820919004334,291.7325529025906,290.3147747438891,272.3451590438525,292.7273276464797,291.54439044392564,349.5305899283845,-0.5000000000000004,0.8660254037844384,0.15817346123101025,-0.0020820536904885556,-0.003190074274078884,0.009101414433493804,-0.006572943577631718,-0.004545142958203506
1991-12-01,0.3763182988466754,0.17904897365759,-0.0390979308933806,0.0601064093668299,0.3790255135483861,291.7342296149194,290.3146267986836,272.3446067150854,292.728856413603,291.54464688228177,349.7096233530424,-2.4492935982947064e-16,1.0,0.16117106314948162,-0.0020772302453328072,-0.0031830235874279623,0.009108629625605812,-0.006567412768013994,-0.004539226113149133
1992-01-01,0.3263618372011194,0.1694510966436806,-0.1010454580250998,-0.435094502833013,0.330413580418026,291.7359622176591,290.3144739219713,272.34403597535936,292.7304361396304,291.54491186858314,349.8946245585216,0.49999999999999994,0.8660254037844387,0.16426858513189208,-0.0020722459507347846,-0.0031757409677187053,0.009116097446770827,-0.0065616981150542295,-0.004533112108889108
